Mercury (I) Chlorate	Hg2(ClO3)2
Mercury (I) Perchlorate	Hg2(ClO4)2
Mercury (I) Bromate	Hg2(BrO3)2
Mercury (I) Iodate	Hg2(IO3)2
Mercury (I) Periodate	Hg2(IO4)2
Mercury (I) Acetate	Hg2(C2H3O2)2
Mercury (I) Dihydrogen Phosphate	Hg2(H2PO4)2
Mercury (I) Carbonate	Hg2CO3
Mercury (I) Sulfite	Hg2SO3
Mercury (I) Sulfate	Hg2SO4
Mercury (I) Thiosulfate	Hg2S2O3
Mercury (I) Peroxide	Hg2O2
Mercury (I) Chromate	Hg2CrO4
Mercury (I) Dichromate	Hg2Cr2O7
Mercury (I) Hydrogen Phosphate	Hg2HPO4
Mercury (I) Phosphate	(Hg2)3(PO4)2
Mercury (I) Arsenate	(Hg2)3(AsO4)2
Mercury (I) Nitride	(Hg2)3N2
Mercury (I) Phosphide	(Hg2)3P2
Mercury (I) Arsenide	(Hg2)3As2
Mercury (I) Oxide	Hg2O
Mercury (I) Sulfide	Hg2S
Mercury (I) Selenide	Hg2Se
Mercury (I) Telluride	Hg2Te
Mercury (I) Fluoride	Hg2F2
Mercury (I) Chloride	Hg2Cl2
Mercury (I) Bromide	Hg2Br2
Mercury (I) Iodide	Hg2I2
Mercury (II) Nitrite	Hg(NO2)2
Mercury (II) Nitrate	Hg(NO3)2
Mercury (II) Hydrogen Sulfate	Hg(HSO4)2
Mercury (II) Hydroxide	Hg(OH)2
Mercury (II) Cyanide	Hg(CN)2
Mercury (II) Permanganate	Hg(MnO4)2
Mercury (II) Hydrogen Carbonate	Hg(HCO3)2
Mercury (II) Hypochlorite	Hg(ClO)2
Mercury (II) Chlorite	Hg(ClO2)2
Mercury (II) Chlorate	Hg(ClO3)2
Mercury (II) Perchlorate	Hg(ClO4)2
Mercury (II) Bromate	Hg(BrO3)2
Mercury (II) Iodate	Hg(IO3)2
Mercury (II) Periodate	Hg(IO4)2
Mercury (II) Acetate	Hg(C2H3O2)2
Mercury (II) Dihydrogen Phosphate	Hg(H2PO4)2
Mercury (II) Carbonate	HgCO3
Mercury (II) Sulfite	HgSO3
Mercury (II) Sulfate	HgSO4
Mercury (II) Thiosulfate	HgS2O3
Mercury (II) Peroxide	HgO2
Mercury (II) Chromate	HgCrO4
Mercury (II) Dichromate	HgCr2O7
Mercury (II) Hydrogen Phosphate	HgHPO4
Mercury (II) Phosphate	Hg3(PO4)2
Mercury (II) Arsenate	Hg3(AsO4)2
Mercury (II) Nitride	Hg3N2
Mercury (II) Phosphide	Hg3P2
Mercury (II) Arsenide	Hg3As2
Mercury (II) Oxide	HgO
Mercury (II) Sulfide	HgS
Mercury (II) Selenide	HgSe
Mercury (II) Telluride	HgTe
Mercury (II) Fluoride	HgF2
Mercury (II) Chloride	HgCl2
Mercury (II) Bromide	HgBr2
Mercury (II) Iodide	HgI2
Aluminum Nitrite	Al(NO2)3
Aluminum Nitrate	Al(NO3)3
Aluminum Hydrogen Sulfate	Al(HSO4)3
Aluminum Hydroxide	Al(OH)3
Aluminum Cyanide	Al(CN)3
Aluminum Permanganate	Al(MnO4)3
Aluminum Hydrogen Carbonate	Al(HCO3)3
Aluminum Hypochlorite	Al(ClO)3
Aluminum Chlorite	Al(ClO2)3
Aluminum Chlorate	Al(ClO3)3
Aluminum Perchlorate	Al(ClO4)3
Aluminum Bromate	Al(BrO3)3
Aluminum Iodate	Al(IO3)3
Aluminum Periodate	Al(IO4)3
Aluminum Acetate	Al(C2H3O2)3
Aluminum Dihydrogen Phosphate	Al(H2PO4)3
Aluminum Carbonate	Al2(CO3)3
Aluminum Sulfite	Al2(SO3)3
Aluminum Sulfate	Al2(SO4)3
Aluminum Thiosulfate	Al2(S2O3)3
Aluminum Peroxide	Al2(O2)3
Aluminum Chromate	Al2(CrO4)3
Aluminum Dichromate	Al2(Cr2O7)3
Aluminum Hydrogen Phosphate	Al2(HPO4)3
Aluminum Phosphate	AlPO4
Aluminum Arsenate	AlAsO4
Aluminum Nitride	AlN
Aluminum Phosphide	AlP
Aluminum Arsenide	AlAs
Aluminum Oxide	Al2O3
Aluminum Sulfide	Al2S3
Aluminum Selenide	Al2Se3
Aluminum Telluride	Al2Te3
Aluminum Fluoride	AlF3
Aluminum Chloride	AlCl3
Aluminum Bromide	AlBr3
Aluminum Iodide	AlI3
Gallium (II) Nitrite	Ga(NO2)2
Gallium (II) Nitrate	Ga(NO3)2
Gallium (II) Hydrogen Sulfate	Ga(HSO4)2
Gallium (II) Hydroxide	Ga(OH)2
Gallium (II) Cyanide	Ga(CN)2
Gallium (II) Permanganate	Ga(MnO4)2
Gallium (II) Hydrogen Carbonate	Ga(HCO3)2
Gallium (II) Hypochlorite	Ga(ClO)2
Gallium (II) Chlorite	Ga(ClO2)2
Gallium (II) Chlorate	Ga(ClO3)2
Gallium (II) Perchlorate	Ga(ClO4)2
Gallium (II) Bromate	Ga(BrO3)2
Gallium (II) Iodate	Ga(IO3)2
Gallium (II) Periodate	Ga(IO4)2
Gallium (II) Acetate	Ga(C2H3O2)2
Gallium (II) Dihydrogen Phosphate	Ga(H2PO4)2
Gallium (II) Carbonate	GaCO3
Gallium (II) Sulfite	GaSO3
Gallium (II) Sulfate	GaSO4
Gallium (II) Thiosulfate	GaS2O3
Gallium (II) Peroxide	GaO2
Gallium (II) Chromate	GaCrO4
Gallium (II) Dichromate	GaCr2O7
Gallium (II) Hydrogen Phosphate	GaHPO4
Gallium (II) Phosphate	Ga3(PO4)2
Gallium (II) Arsenate	Ga3(AsO4)2
Gallium (II) Nitride	Ga3N2
Gallium (II) Phosphide	Ga3P2
Gallium (II) Arsenide	Ga3As2
Gallium (II) Oxide	GaO
Gallium (II) Sulfide	GaS
Gallium (II) Selenide	GaSe
Gallium (II) Telluride	GaTe
Gallium (II) Fluoride	GaF2
Gallium (II) Chloride	GaCl2
Gallium (II) Bromide	GaBr2
Gallium (II) Iodide	GaI2
Gallium (III) Nitrite	Ga(NO2)3
Gallium (III) Nitrate	Ga(NO3)3
Gallium (III) Hydrogen Sulfate	Ga(HSO4)3
Gallium (III) Hydroxide	Ga(OH)3
Gallium (III) Cyanide	Ga(CN)3
Gallium (III) Permanganate	Ga(MnO4)3
Gallium (III) Hydrogen Carbonate	Ga(HCO3)3
Gallium (III) Hypochlorite	Ga(ClO)3
Gallium (III) Chlorite	Ga(ClO2)3
Gallium (III) Chlorate	Ga(ClO3)3
Gallium (III) Perchlorate	Ga(ClO4)3
Gallium (III) Bromate	Ga(BrO3)3
Gallium (III) Iodate	Ga(IO3)3
Gallium (III) Periodate	Ga(IO4)3
Gallium (III) Acetate	Ga(C2H3O2)3
Gallium (III) Dihydrogen Phosphate	Ga(H2PO4)3
Gallium (III) Carbonate	Ga2(CO3)3
Gallium (III) Sulfite	Ga2(SO3)3
Gallium (III) Sulfate	Ga2(SO4)3
Gallium (III) Thiosulfate	Ga2(S2O3)3
Gallium (III) Peroxide	Ga2(O2)3
Gallium (III) Chromate	Ga2(CrO4)3
Gallium (III) Dichromate	Ga2(Cr2O7)3
Gallium (III) Hydrogen Phosphate	Ga2(HPO4)3
Gallium (III) Phosphate	GaPO4
Gallium (III) Arsenate	GaAsO4
Gallium (III) Nitride	GaN
Gallium (III) Phosphide	GaP
Gallium (III) Arsenide	GaAs
Gallium (III) Oxide	Ga2O3
Gallium (III) Sulfide	Ga2S3
Gallium (III) Selenide	Ga2Se3
Gallium (III) Telluride	Ga2Te3
Gallium (III) Fluoride	GaF3
Gallium (III) Chloride	GaCl3
Gallium (III) Bromide	GaBr3
Gallium (III) Iodide	GaI3
Indium (I) Nitrite	InNO2
Indium (I) Nitrate	InNO3
Indium (I) Hydrogen Sulfate	InHSO4
Indium (I) Hydroxide	InOH
Indium (I) Cyanide	InCN
Indium (I) Permanganate	InMnO4
Indium (I) Hydrogen Carbonate	InHCO3
Indium (I) Hypochlorite	InClO
Indium (I) Chlorite	InClO2
Indium (I) Chlorate	InClO3
Indium (I) Perchlorate	InClO4
Indium (I) Bromate	InBrO3
Indium (I) Iodate	InIO3
Indium (I) Periodate	InIO4
Indium (I) Acetate	InC2H3O2
Indium (I) Dihydrogen Phosphate	InH2PO4
Indium (I) Carbonate	In2CO3
Indium (I) Sulfite	In2SO3
Indium (I) Sulfate	In2SO4
Indium (I) Thiosulfate	In2S2O3
Indium (I) Peroxide	In2O2
Indium (I) Chromate	In2CrO4
Indium (I) Dichromate	In2Cr2O7
Indium (I) Hydrogen Phosphate	In2HPO4
Indium (I) Phosphate	In3PO4
Indium (I) Arsenate	In3AsO4
Indium (I) Nitride	In3N
Indium (I) Phosphide	In3P
Indium (I) Arsenide	In3As
Indium (I) Oxide	In2O
Indium (I) Sulfide	In2S
Indium (I) Selenide	In2Se
Indium (I) Telluride	In2Te
Indium (I) Fluoride	InF
Indium (I) Chloride	InCl
Indium (I) Bromide	InBr
Indium (I) Iodide	InI
Indium (II) Nitrite	In(NO2)2
Indium (II) Nitrate	In(NO3)2
Indium (II) Hydrogen Sulfate	In(HSO4)2
Indium (II) Hydroxide	In(OH)2
Indium (II) Cyanide	In(CN)2
Indium (II) Permanganate	In(MnO4)2
Indium (II) Hydrogen Carbonate	In(HCO3)2
Indium (II) Hypochlorite	In(ClO)2
Indium (II) Chlorite	In(ClO2)2
Indium (II) Chlorate	In(ClO3)2
Indium (II) Perchlorate	In(ClO4)2
Indium (II) Bromate	In(BrO3)2
Indium (II) Iodate	In(IO3)2
Indium (II) Periodate	In(IO4)2
Indium (II) Acetate	In(C2H3O2)2
Indium (II) Dihydrogen Phosphate	In(H2PO4)2
Indium (II) Carbonate	InCO3
Indium (II) Sulfite	InSO3
Indium (II) Sulfate	InSO4
Indium (II) Thiosulfate	InS2O3
Indium (II) Peroxide	InO2
Indium (II) Chromate	InCrO4
Indium (II) Dichromate	InCr2O7
Indium (II) Hydrogen Phosphate	InHPO4
Indium (II) Phosphate	In3(PO4)2
Indium (II) Arsenate	In3(AsO4)2
Indium (II) Nitride	In3N2
Indium (II) Phosphide	In3P2
Indium (II) Arsenide	In3As2
Indium (II) Oxide	InO
Indium (II) Sulfide	InS
Indium (II) Selenide	InSe
Indium (II) Telluride	InTe
Indium (II) Fluoride	InF2
Indium (II) Chloride	InCl2
Indium (II) Bromide	InBr2
Indium (II) Iodide	InI2
Indium (III) Nitrite	In(NO2)3
Indium (III) Nitrate	In(NO3)3
Indium (III) Hydrogen Sulfate	In(HSO4)3
Indium (III) Hydroxide	In(OH)3
Indium (III) Cyanide	In(CN)3
Indium (III) Permanganate	In(MnO4)3
Indium (III) Hydrogen Carbonate	In(HCO3)3
Indium (III) Hypochlorite	In(ClO)3
Indium (III) Chlorite	In(ClO2)3
Indium (III) Chlorate	In(ClO3)3
Indium (III) Perchlorate	In(ClO4)3
Indium (III) Bromate	In(BrO3)3
Indium (III) Iodate	In(IO3)3
Indium (III) Periodate	In(IO4)3
Indium (III) Acetate	In(C2H3O2)3
Indium (III) Dihydrogen Phosphate	In(H2PO4)3
Indium (III) Carbonate	In2(CO3)3
Indium (III) Sulfite	In2(SO3)3
Indium (III) Sulfate	In2(SO4)3
Indium (III) Thiosulfate	In2(S2O3)3
Indium (III) Peroxide	In2(O2)3
Indium (III) Chromate	In2(CrO4)3
Indium (III) Dichromate	In2(Cr2O7)3
Indium (III) Hydrogen Phosphate	In2(HPO4)3
Indium (III) Phosphate	InPO4
Indium (III) Arsenate	InAsO4
Indium (III) Nitride	InN
Indium (III) Phosphide	InP
Indium (III) Arsenide	InAs
Indium (III) Oxide	In2O3
Indium (III) Sulfide	In2S3
Indium (III) Selenide	In2Se3
Indium (III) Telluride	In2Te3
Indium (III) Fluoride	InF3
Indium (III) Chloride	InCl3
Indium (III) Bromide	InBr3
Indium (III) Iodide	InI3
Thallium (I) Nitrite	TlNO2
Thallium (I) Nitrate	TlNO3
Thallium (I) Hydrogen Sulfate	TlHSO4
Thallium (I) Hydroxide	TlOH
Thallium (I) Cyanide	TlCN
Thallium (I) Permanganate	TlMnO4
Thallium (I) Hydrogen Carbonate	TlHCO3
Thallium (I) Hypochlorite	TlClO
Thallium (I) Chlorite	TlClO2
Thallium (I) Chlorate	TlClO3
Thallium (I) Perchlorate	TlClO4
Thallium (I) Bromate	TlBrO3
Thallium (I) Iodate	TlIO3
Thallium (I) Periodate	TlIO4
Thallium (I) Acetate	TlC2H3O2
Thallium (I) Dihydrogen Phosphate	TlH2PO4
Thallium (I) Carbonate	Tl2CO3
Thallium (I) Sulfite	Tl2SO3
Thallium (I) Sulfate	Tl2SO4
Thallium (I) Thiosulfate	Tl2S2O3
Thallium (I) Peroxide	Tl2O2
Thallium (I) Chromate	Tl2CrO4
Thallium (I) Dichromate	Tl2Cr2O7
Thallium (I) Hydrogen Phosphate	Tl2HPO4
Thallium (I) Phosphate	Tl3PO4
Thallium (I) Arsenate	Tl3AsO4
Thallium (I) Nitride	Tl3N
Thallium (I) Phosphide	Tl3P
Thallium (I) Arsenide	Tl3As
Thallium (I) Oxide	Tl2O
Thallium (I) Sulfide	Tl2S
Thallium (I) Selenide	Tl2Se
Thallium (I) Telluride	Tl2Te
Thallium (I) Fluoride	TlF
Thallium (I) Chloride	TlCl
Thallium (I) Bromide	TlBr
Thallium (I) Iodide	TlI
Thallium (III) Nitrite	Tl(NO2)3
Thallium (III) Nitrate	Tl(NO3)3
Thallium (III) Hydrogen Sulfate	Tl(HSO4)3
Thallium (III) Hydroxide	Tl(OH)3
Thallium (III) Cyanide	Tl(CN)3
Thallium (III) Permanganate	Tl(MnO4)3
Thallium (III) Hydrogen Carbonate	Tl(HCO3)3
Thallium (III) Hypochlorite	Tl(ClO)3
Thallium (III) Chlorite	Tl(ClO2)3
Thallium (III) Chlorate	Tl(ClO3)3
Thallium (III) Perchlorate	Tl(ClO4)3
Thallium (III) Bromate	Tl(BrO3)3
Thallium (III) Iodate	Tl(IO3)3
Thallium (III) Periodate	Tl(IO4)3
Thallium (III) Acetate	Tl(C2H3O2)3
Thallium (III) Dihydrogen Phosphate	Tl(H2PO4)3
Thallium (III) Carbonate	Tl2(CO3)3
Thallium (III) Sulfite	Tl2(SO3)3
Thallium (III) Sulfate	Tl2(SO4)3
Thallium (III) Thiosulfate	Tl2(S2O3)3
Thallium (III) Peroxide	Tl2(O2)3
Thallium (III) Chromate	Tl2(CrO4)3
Thallium (III) Dichromate	Tl2(Cr2O7)3
Thallium (III) Hydrogen Phosphate	Tl2(HPO4)3
Thallium (III) Phosphate	TlPO4
Thallium (III) Arsenate	TlAsO4
Thallium (III) Nitride	TlN
Thallium (III) Phosphide	TlP
Thallium (III) Arsenide	TlAs
Thallium (III) Oxide	Tl2O3
Thallium (III) Sulfide	Tl2S3
Thallium (III) Selenide	Tl2Se3
Thallium (III) Telluride	Tl2Te3
Thallium (III) Fluoride	TlF3
Thallium (III) Chloride	TlCl3
Thallium (III) Bromide	TlBr3
Thallium (III) Iodide	TlI3
Tin (II) Nitrite	Sn(NO2)2
Tin (II) Nitrate	Sn(NO3)2
Tin (II) Hydrogen Sulfate	Sn(HSO4)2
Tin (II) Hydroxide	Sn(OH)2
Tin (II) Cyanide	Sn(CN)2
Tin (II) Permanganate	Sn(MnO4)2
Tin (II) Hydrogen Carbonate	Sn(HCO3)2
Tin (II) Hypochlorite	Sn(ClO)2
Tin (II) Chlorite	Sn(ClO2)2
Tin (II) Chlorate	Sn(ClO3)2
Tin (II) Perchlorate	Sn(ClO4)2
Tin (II) Bromate	Sn(BrO3)2
Tin (II) Iodate	Sn(IO3)2
Tin (II) Periodate	Sn(IO4)2
Tin (II) Acetate	Sn(C2H3O2)2
Tin (II) Dihydrogen Phosphate	Sn(H2PO4)2
Tin (II) Carbonate	SnCO3
Tin (II) Sulfite	SnSO3
Tin (II) Sulfate	SnSO4
Tin (II) Thiosulfate	SnS2O3
Tin (II) Peroxide	SnO2
Tin (II) Chromate	SnCrO4
Tin (II) Dichromate	SnCr2O7
Tin (II) Hydrogen Phosphate	SnHPO4
Tin (II) Phosphate	Sn3(PO4)2
Tin (II) Arsenate	Sn3(AsO4)2
Tin (II) Nitride	Sn3N2
Tin (II) Phosphide	Sn3P2
Tin (II) Arsenide	Sn3As2
Tin (II) Oxide	SnO
Tin (II) Sulfide	SnS
Tin (II) Selenide	SnSe
Tin (II) Telluride	SnTe
Tin (II) Fluoride	SnF2
Tin (II) Chloride	SnCl2
Tin (II) Bromide	SnBr2
Tin (II) Iodide	SnI2
Tin (IV) Nitrite	Sn(NO2)4
Tin (IV) Nitrate	Sn(NO3)4
Tin (IV) Hydrogen Sulfate	Sn(HSO4)4
Tin (IV) Hydroxide	Sn(OH)4
Tin (IV) Cyanide	Sn(CN)4
Tin (IV) Permanganate	Sn(MnO4)4
Tin (IV) Hydrogen Carbonate	Sn(HCO3)4
Tin (IV) Hypochlorite	Sn(ClO)4
Tin (IV) Chlorite	Sn(ClO2)4
Tin (IV) Chlorate	Sn(ClO3)4
Tin (IV) Perchlorate	Sn(ClO4)4
Tin (IV) Bromate	Sn(BrO3)4
Tin (IV) Iodate	Sn(IO3)4
Tin (IV) Periodate	Sn(IO4)4
Tin (IV) Acetate	Sn(C2H3O2)4
Tin (IV) Dihydrogen Phosphate	Sn(H2PO4)4
Tin (IV) Carbonate	Sn(CO3)2
Tin (IV) Sulfite	Sn(SO3)2
Tin (IV) Sulfate	Sn(SO4)2
Tin (IV) Thiosulfate	Sn(S2O3)2
Tin (IV) Peroxide	Sn(O2)2
Tin (IV) Chromate	Sn(CrO4)2
Tin (IV) Dichromate	Sn(Cr2O7)2
Tin (IV) Hydrogen Phosphate	Sn(HPO4)2
Tin (IV) Phosphate	Sn3(PO4)4
Tin (IV) Arsenate	Sn3(AsO4)4
Tin (IV) Nitride	Sn3N4
Tin (IV) Phosphide	Sn3P4
Tin (IV) Arsenide	Sn3As4
Tin (IV) Oxide	SnO2
Tin (IV) Sulfide	SnS2
Tin (IV) Selenide	SnSe2
Tin (IV) Telluride	SnTe2
Tin (IV) Fluoride	SnF4
Tin (IV) Chloride	SnCl4
Tin (IV) Bromide	SnBr4
Tin (IV) Iodide	SnI4
Lead (II) Nitrite	Pb(NO2)2
Lead (II) Nitrate	Pb(NO3)2
Lead (II) Hydrogen Sulfate	Pb(HSO4)2
Lead (II) Hydroxide	Pb(OH)2
Lead (II) Cyanide	Pb(CN)2
Lead (II) Permanganate	Pb(MnO4)2
Lead (II) Hydrogen Carbonate	Pb(HCO3)2
Lead (II) Hypochlorite	Pb(ClO)2
Lead (II) Chlorite	Pb(ClO2)2
Lead (II) Chlorate	Pb(ClO3)2
Lead (II) Perchlorate	Pb(ClO4)2
Lead (II) Bromate	Pb(BrO3)2
Lead (II) Iodate	Pb(IO3)2
Lead (II) Periodate	Pb(IO4)2
Lead (II) Acetate	Pb(C2H3O2)2
Lead (II) Dihydrogen Phosphate	Pb(H2PO4)2
Lead (II) Carbonate	PbCO3
Lead (II) Sulfite	PbSO3
Lead (II) Sulfate	PbSO4
Lead (II) Thiosulfate	PbS2O3
Lead (II) Peroxide	PbO2
Lead (II) Chromate	PbCrO4
Lead (II) Dichromate	PbCr2O7
Lead (II) Hydrogen Phosphate	PbHPO4
Lead (II) Phosphate	Pb3(PO4)2
Lead (II) Arsenate	Pb3(AsO4)2
Lead (II) Nitride	Pb3N2
Lead (II) Phosphide	Pb3P2
Lead (II) Arsenide	Pb3As2
Lead (II) Oxide	PbO
Lead (II) Sulfide	PbS
Lead (II) Selenide	PbSe
Lead (II) Telluride	PbTe
Lead (II) Fluoride	PbF2
Lead (II) Chloride	PbCl2
Lead (II) Bromide	PbBr2
Lead (II) Iodide	PbI2
Lead (IV) Nitrite	Pb(NO2)4
Lead (IV) Nitrate	Pb(NO3)4
Lead (IV) Hydrogen Sulfate	Pb(HSO4)4
Lead (IV) Hydroxide	Pb(OH)4
Lead (IV) Cyanide	Pb(CN)4
Lead (IV) Permanganate	Pb(MnO4)4
Lead (IV) Hydrogen Carbonate	Pb(HCO3)4
Lead (IV) Hypochlorite	Pb(ClO)4
Lead (IV) Chlorite	Pb(ClO2)4
Lead (IV) Chlorate	Pb(ClO3)4
Lead (IV) Perchlorate	Pb(ClO4)4
Lead (IV) Bromate	Pb(BrO3)4
Lead (IV) Iodate	Pb(IO3)4
Lead (IV) Periodate	Pb(IO4)4
Lead (IV) Acetate	Pb(C2H3O2)4
Lead (IV) Dihydrogen Phosphate	Pb(H2PO4)4
Lead (IV) Carbonate	Pb(CO3)2
Lead (IV) Sulfite	Pb(SO3)2
Lead (IV) Sulfate	Pb(SO4)2
Lead (IV) Thiosulfate	Pb(S2O3)2
Lead (IV) Peroxide	Pb(O2)2
Lead (IV) Chromate	Pb(CrO4)2
Lead (IV) Dichromate	Pb(Cr2O7)2
Lead (IV) Hydrogen Phosphate	Pb(HPO4)2
Lead (IV) Phosphate	Pb3(PO4)4
Lead (IV) Arsenate	Pb3(AsO4)4
Lead (IV) Nitride	Pb3N4
Lead (IV) Phosphide	Pb3P4
Lead (IV) Arsenide	Pb3As4
Lead (IV) Oxide	PbO2
Lead (IV) Sulfide	PbS2
Lead (IV) Selenide	PbSe2
Lead (IV) Telluride	PbTe2
Lead (IV) Fluoride	PbF4
Lead (IV) Chloride	PbCl4
Lead (IV) Bromide	PbBr4
Lead (IV) Iodide	PbI4
Ammonium Nitrite	NH4NO2
Ammonium Nitrate	NH4NO3
Ammonium Hydrogen Sulfate	NH4HSO4
Ammonium Hydroxide	NH4OH
Ammonium Cyanide	NH4CN
Ammonium Permanganate	NH4MnO4
Ammonium Hydrogen Carbonate	NH4HCO3
Ammonium Hypochlorite	NH4ClO
Ammonium Chlorite	NH4ClO2
Ammonium Chlorate	NH4ClO3
Ammonium Perchlorate	NH4ClO4
Ammonium Bromate	NH4BrO3
Ammonium Iodate	NH4IO3
Ammonium Periodate	NH4IO4
Ammonium Acetate	NH4C2H3O2
Ammonium Dihydrogen Phosphate	NH4H2PO4
Ammonium Carbonate	(NH4)2CO3
Ammonium Sulfite	(NH4)2SO3
Ammonium Sulfate	(NH4)2SO4
Ammonium Thiosulfate	(NH4)2S2O3
Ammonium Peroxide	(NH4)2O2
Ammonium Chromate	(NH4)2CrO4
Ammonium Dichromate	(NH4)2Cr2O7
Ammonium Hydrogen Phosphate	(NH4)2HPO4
Ammonium Phosphate	(NH4)3PO4
Ammonium Arsenate	(NH4)3AsO4
Ammonium Nitride	(NH4)3N
Ammonium Phosphide	(NH4)3P
Ammonium Arsenide	(NH4)3As
Ammonium Oxide	(NH4)2O
Ammonium Sulfide	(NH4)2S
Ammonium Selenide	(NH4)2Se
Ammonium Telluride	(NH4)2Te
Ammonium Fluoride	NH4F
Ammonium Chloride	NH4Cl
Ammonium Bromide	NH4Br
Ammonium Iodide	NH4I
